Total protocol
Name	ID	Stages_scores	Total_score	Stage_rewards	Cup_reward	Total_reward	Link_to_athlete
𝔼ℝ𝔸 🫀	17993668	[34.09915356711004]	34.09915356711004	[0.37533141939514403]	0.2152843887568187	0.5906158081519628	https://www.strava.com/athletes/17993668
Alexander Redkin 🇰🇿	33305787	[33.935018050541515]	33.935018050541515	[0.3735247699636391]	0.21424812214427083	0.58777289210791	https://www.strava.com/athletes/33305787
Abylay Kerimov	24828259	[33.935018050541515]	33.935018050541515	[0.3735247699636391]	0.21424812214427083	0.58777289210791	https://www.strava.com/athletes/24828259
Елдос Толек	31955426	[32.302405498281786]	32.302405498281786	[0.3555545061165912]	0.20394065235038839	0.5594951584669796	https://www.strava.com/athletes/31955426
Saken🇺🇦💛💙 Jusupbek🚵🏃🏊🇰🇿	7204193	[29.344432882414154]	29.344432882414154	[0.32299592491132584]	0.18526554578760568	0.5082614706989315	https://www.strava.com/athletes/7204193
Егор Горяйнов	92238778	[28.74617737003058]	28.74617737003058	[0.3164108907643059]	0.1814884704402539	0.4978993612045598	https://www.strava.com/athletes/92238778
Yerbolat Sarsembaev	84802909	[28.34170854271357]	28.34170854271357	[0.3119588782309388]	0.17893486382099402	0.4908937420519328	https://www.strava.com/athletes/84802909
Павел Плохотников	44568258	[27.701375245579566]	27.701375245579566	[0.30491069139467986]	0.17489213114134483	0.4798028225360247	https://www.strava.com/athletes/44568258
Clark Kent	36643299	[27.5390625]	27.5390625	[0.30312410531228917]	0.17386737256043855	0.4769914778727277	https://www.strava.com/athletes/36643299
Daulet Yerkinov	106541719	[26.08695652173913]	26.08695652173913	[0.28714068810340804]	0.16469952775382893	0.451840215857237	https://www.strava.com/athletes/106541719
Amir Sh.	104443893	[22.650602409638555]	22.650602409638555	[0.24931653320464586]	0.14300416827460968	0.3923207014792556	https://www.strava.com/athletes/104443893
Vitaliy Е	16772587	[21.396054628224583]	21.396054628224583	[0.2355076508647831]	0.1350836035674424	0.3705912544322255	https://www.strava.com/athletes/16772587
Alexey Dubovtsev	5860837	[21.187077385424494]	21.187077385424494	[0.23320742587511956]	0.13376422952809097	0.36697165540321053	https://www.strava.com/athletes/5860837
